"x","y","response"
-66.632784,40.739771,0.103789500705839
-66.63267,40.739817,0.103789500705839
-66.632706,40.739798,0.103789500705839
-66.632698,40.739864,0.105086123240424
-66.632718,40.739931,0.105086123240424
-66.632708,40.739969,0.105086123240424
-66.632699,40.740026,0.105086123240424
-66.632667,40.740077,0.105086123240424
-66.632646,40.740102,0.105086123240424
-66.632612,40.740138,0.105086123240424
-66.63259,40.740168,0.105086123240424
-66.632549,40.740219,0.105086123240424
-66.632522,40.740262,0.105086123240424
-66.632503,40.740281,0.105086123240424
-66.632501,40.74029,0.105086123240424
-66.632474,40.740323,0.105086123240424
-66.632446,40.740346,0.105086123240424
-66.632425,40.740363,0.105086123240424
-66.63241,40.740379,0.105086123240424
-66.632414,40.740385,0.105086123240424
-66.632401,40.740381,0.105086123240424
-66.632386,40.740405,0.105086123240424
-66.632391,40.740427,0.105086123240424
-66.63238,40.74044,0.105086123240424
-66.632352,40.740483,0.105086123240424
-66.632303,40.740541,0.105086123240424
-66.63226,40.740554,0.105086123240424
-66.63228,40.740553,0.105086123240424
-66.632268,40.740529,0.105086123240424
-66.632238,40.740541,0.105086123240424
-66.632219,40.740531,0.105086123240424
-66.632221,40.740532,0.105086123240424
-66.632251,40.740537,0.105086123240424
-66.632244,40.740552,0.105086123240424
-66.632262,40.740556,0.105086123240424
-66.632251,40.740577,0.105086123240424
-66.632242,40.740582,0.105086123240424
-66.632237,40.740574,0.105086123240424
-66.632229,40.740576,0.105086123240424
-66.632244,40.74059,0.105086123240424
-66.632244,40.740595,0.105086123240424
-66.632246,40.74059,0.105086123240424
-66.632243,40.740604,0.105086123240424
-66.632242,40.740606,0.105086123240424
-66.632254,40.740599,0.105086123240424
-66.632217,40.740603,0.105086123240424
-66.632157,40.740634,0.105086123240424
-66.63215,40.740655,0.105086123240424
-66.632132,40.740669,0.105086123240424
-66.632109,40.740707,0.105086123240424
-66.632111,40.740771,0.106396451831771
-66.632126,40.740807,0.106396451831771
-66.632132,40.740849,0.106396451831771
-66.632125,40.740874,0.106396451831771
-66.632102,40.74089,0.106396451831771
-66.63209,40.740909,0.106396451831771
-66.63208,40.740943,0.106396451831771
-66.632066,40.740985,0.106396451831771
-66.632041,40.741019,0.106396451831771
-66.631978,40.741129,0.106396451831771
-66.631941,40.741154,0.106396451831771
-66.631941,40.741172,0.106396451831771
-66.631927,40.741211,0.106396451831771
-66.631944,40.74122,0.106396451831771
-66.631878,40.741273,0.106396451831771
-66.631849,40.741306,0.106396451831771
-66.631824,40.741334,0.106396451831771
-66.631802,40.741355,0.106396451831771
-66.631758,40.741397,0.106396451831771
-66.631713,40.741456,0.106396451831771
-66.631682,40.741522,0.106396451831771
-66.631624,40.74163,0.107750541633813
-66.631548,40.741744,0.107750541633813
-66.631467,40.741831,0.106238880763929
-66.631407,40.741908,0.106238880763929
-66.631321,40.742021,0.106238880763929
-66.631234,40.742198,0.106238880763929
-66.631631,40.741985,0.107750541633813
-66.631607,40.742027,0.107750541633813
-66.631451,40.742062,0.106238880763929
-66.631394,40.742128,0.106238880763929
-66.631379,40.742175,0.106238880763929
-66.631362,40.742196,0.106238880763929
-66.631329,40.742242,0.106238880763929
-66.631291,40.7423,0.106238880763929
-66.631271,40.742335,0.106238880763929
